word,phonemes,difficulty
وَتَقَدُّمٍ,w-a-t-a-q-a-d-d-u-m-i-n,medium
مَشْرُوعَ,m-a-ʃ-r-uː-ʕ-a,medium
الْمُتَقَابِلَةِ,a-l-m-u-t-a-q-aː-b-i-l-a,medium
وَبَرًّا,w-a-b-a-r-r-a-n,low
أَوْفِ,ʔ-a-w-f-i,medium
جَوْهَرِيَّةٌ,dʒ-a-w-h-a-r-i-j-j-a,low
وَآتَى,w-a-ʔ-aː-t-aː,medium
بِالتَّعْبِيرِ,b-i-l-t-t-a-ʕ-b-iː-r-i,medium
وَعَقَبَة,w-a-ʕ-a-q-a-b-a,medium
وَغَيْره,w-a-ɣ-a-j-r-h,medium
نَجْوَاهُمْ,n-a-dʒ-w-aː-h-u-m,low
قَرَّرَ,q-a-r-r-a-r-a,medium
الْإِعْمَارَ,a-l-ʔ-i-ʕ-m-aː-r-a,medium
الْعَوَارِف,a-l-ʕ-a-w-aː-r-i-f,medium
لِأغْرَاضٍ,l-i-ʔ-a-ɣ-r-aː-dˤ-i-n,high
الْخِرَقُ,a-l-x-i-r-a-q-u,medium
وَآخِرَةٌ,w-a-ʔ-aː-x-i-r-a,medium
الْمُحَاسَبَةَ,a-l-m-u-ħ-aː-s-a-b-a,medium
وَتَشْتَمِل,w-a-t-a-ʃ-t-a-m-i-l,low
بِالْعَامِ,b-i-l-ʕ-aː-m-i,medium
لِدَعْمِ,l-i-d-a-ʕ-m-i,medium
الْمُنَاوَبَاتِ,a-l-m-u-n-aː-w-a-b-aː-t-i,low
اِسْتَنْفَضَ,s-t-a-n-f-a-dˤ-a,medium
مَهْمُوماً,m-a-h-m-uː-m,low
شَمِلَتْ,ʃ-a-m-i-l-a-t,low
وَالْحُكْمُ,w-aː-l-ħ-u-k-m-u,medium
وَصَرَفْتُهُ,w-a-sˤ-a-r-a-f-t-u-h-u,medium
وَالْقُفْطَانِ,w-aː-l-q-u-f-tˤ-aː-n-i,medium
وَالْوَسِيلَةِ,w-aː-l-w-a-s-iː-l-a,low
أَذْكَى,ʔ-a-ð-k-aː,medium
الْمُؤَرِّخُ,a-l-m-u-ʔ-a-r-r-i-x-u,medium
بِتَقْلِيدٍ,b-i-t-a-q-l-iː-d-i-n,medium
لَمَاجاً,l-a-m-aː-dʒ,low
دَائِرَةُ,d-aː-ʔ-i-r-a,medium
يَطْرَأَ,j-a-tˤ-r-a-ʔ-a,medium
أُولُمْبِيَادِ,ʔ-uː-l-u-m-b-i-j-aː-d-i,medium
مَطْبَعَةً,m-a-tˤ-b-a-ʕ-a,medium
امْتِنَاعًا,m-t-i-n-aː-ʕ-a-n,medium
مُتَلَزّزًا,m-u-t-a-l-a-z-z-z-a-n,low
دُمْتُ,d-u-m-t-u,low
مَسَارَاتُهُمْ,m-a-s-aː-r-aː-t-u-h-u-m,low
وَالذِّلَّةِ,w-aː-l-ð-ð-i-l-l-a,medium
الدَّالِ,a-d-d-aː-l-i,low
وَتَوَفَّرَتْ,w-a-t-a-w-a-f-f-a-r-a-t,low
سِنُّهُ,s-i-n-n-u-h-u,low
حَيِّزًا,ħ-a-j-j-i-z-a-n,medium
النَّوَاظِر,a-n-n-a-w-aː-ðˤ-i-r,medium
وَسَيَتَبَارَى,w-a-s-a-j-a-t-a-b-aː-r-aː,low
بِالضَّعْفِ,b-i-l-dˤ-dˤ-a-ʕ-f-i,high
الْحَدِيدُ,a-l-ħ-a-d-iː-d-u,medium
الدِّلَالَاتِ,a-d-d-i-l-aː-l-aː-t-i,low
وَالْمُرُورُ,w-aː-l-m-u-r-uː-r-u,low
الْجَانِبُ,a-l-dʒ-aː-n-i-b-u,low
وَتَرْشِيدِ,w-a-t-a-r-ʃ-iː-d-i,low
وَأَعْمَلُوا,w-a-ʔ-a-ʕ-m-a-l-uː,medium
الْمُبْدِعَةُ,a-l-m-u-b-d-i-ʕ-a,medium
اللُّبَابِ,a-l-l-u-b-aː-b-i,low
وَطَلابَته,w-a-tˤ-a-l-b-a-t-h,medium
بِدَوْرِهِ,b-i-d-a-w-r-i-h-i,low
النَّقِيَّةُ,a-n-n-a-q-i-j-j-a,medium
وَيَحْلُمُونَ,w-a-j-a-ħ-l-u-m-uː-n-a,medium
سِرَّهُمْ,s-i-r-r-a-h-u-m,low
النَّصْبِ,a-n-n-a-sˤ-b-i,medium
يَرْجِعُونَ,j-a-r-dʒ-i-ʕ-uː-n-a,medium
أَبْنَاؤُهُ,ʔ-a-b-n-aː-ʔ-u-h-u,medium
وَآلِهِ,w-a-ʔ-aː-l-i-h-i,medium
اسْمُ,s-m-u,low
تَصْرِيحَاتٍ,t-a-sˤ-r-iː-ħ-aː-t-i-n,medium
تَغْطِيَتِهَا,t-a-ɣ-tˤ-i-j-a-t-i-h-aː,medium
بِعَبْرَتِهِ,b-i-ʕ-a-b-r-a-t-i-h-i,medium
وَفَعْلَة,w-a-f-a-ʕ-l-a,medium
وَلِلتَّآلُفِ,w-a-l-i-l-t-t-a-ʔ-aː-l-u-f-i,medium
وَقُلُوبًا,w-a-q-u-l-uː-b-a-n,medium
العَقَبَةِ,a-l-ʕ-a-q-a-b-a,medium
وَأُجْلِيَ,w-a-ʔ-u-dʒ-l-i-j-a,medium
لِلْحِساب,l-i-l-ħ-i-s-b,medium
الْمَوَازِينُ,a-l-m-a-w-aː-z-iː-n-u,low
وَأَصْحَابُ,w-a-ʔ-a-sˤ-ħ-aː-b-u,high
النَّصُّ,a-n-n-a-sˤ-sˤ-u,medium
سِيَاسَتِهِ,s-i-j-aː-s-a-t-i-h-i,low
الصَّلَاةِ؛,a-sˤ-sˤ-a-l-aː,medium
كَالْحَادِي,k-aː-l-ħ-aː-d-iː,medium
أَنْسَابِهِمْ,ʔ-a-n-s-aː-b-i-h-i-m,medium
الصَّغِيرَ,a-sˤ-sˤ-a-ɣ-iː-r-a,high
غَثَاثَة,ɣ-a-θ-aː-θ-a,high
وَضَحِكُهُ,w-a-dˤ-a-ħ-i-k-u-h-u,medium
الْمُتَمَاسِكُ,a-l-m-u-t-a-m-aː-s-i-k-u,low
فِدَاءٍ,f-i-d-aː-ʔ-i-n,medium
الْمُكَافَأَةُ,a-l-m-u-k-aː-f-a-ʔ-a,medium
تُنْهِي,t-u-n-h-iː,low
التَّوَقُّفِ,a-t-t-a-w-a-q-q-u-f-i,medium
لِلْبَنِينَ,l-i-l-b-a-n-iː-n-a,low
لَهُو,l-a-h-uː,low
تَجْرِبَةٍ,t-a-dʒ-r-i-b-a,low
أَثْبَتُ,ʔ-a-θ-b-a-t-u,medium
ووَكَلْتُ,w-w-a-k-a-l-t-u,low
حَيَاةَ,ħ-a-j-aː,medium
وَاهِنٌ,w-aː-h-i-n-u-n,low
شَرْعِيَّةٌ,ʃ-a-r-ʕ-i-j-j-a,medium
صَفْرَاءُ,sˤ-a-f-r-aː-ʔ-u,medium
وَأَفْلَامٍ,w-a-ʔ-a-f-l-aː-m-i-n,medium
يُرَدَّدُ,j-u-r-a-d-d-a-d-u,low
وَتَعْظِيمًا,w-a-t-a-ʕ-ðˤ-iː-m-a-n,medium
الْخُصُوصِيَّةِ,a-l-x-u-sˤ-uː-sˤ-i-j-j-a,medium
فَكُلُّكُمْ,f-a-k-u-l-l-u-k-u-m,low
حِلْمٌ,ħ-i-l-m-u-n,medium
مُلَازِمٌ,m-u-l-aː-z-i-m-u-n,low
نُزُولَ,n-u-z-uː-l-a,low
أَخْطَرُ,ʔ-a-x-tˤ-a-r-u,medium
سَعْيَهُ,s-a-ʕ-j-a-h-u,medium
بِنَبَأٍ,b-i-n-a-b-a-ʔ-i-n,medium
الْفُولُ,a-l-f-uː-l-u,low
صِغَرِ,sˤ-i-ɣ-a-r-i,medium
يَبِرَّ,j-a-b-i-r-r-a,low
كَالْحُبِّ,k-aː-l-ħ-u-b-b-i,medium
بانْخِفَاضِ,b-n-x-i-f-aː-dˤ-i,medium
الْكِتَابُ,a-l-k-i-t-aː-b-u,low
مُثُلٍ,m-u-θ-u-l-i-n,medium
الشُّعَرَاءِ,a-ʃ-ʃ-u-ʕ-a-r-aː-ʔ-i,medium
الْمُسَلَّمَاتِ؛,a-l-m-u-s-a-l-l-a-m-aː-t-i,low
بِالتَّكْلِيفِ,b-i-l-t-t-a-k-l-iː-f-i,low
اسْتَقَامُوا,s-t-a-q-aː-m-uː,medium
انْحازَ,n-ħ-z-a,medium
الْأَمْرَ؛,a-l-ʔ-a-m-r-a,medium
وَيَشْفَعُ,w-a-j-a-ʃ-f-a-ʕ-u,medium
وَظَلَفٌ,w-a-ðˤ-a-l-a-f-u-n,medium
شُمُولِ,ʃ-u-m-uː-l-i,low
الِارْتِبَاطُ,a-l-r-t-i-b-aː-tˤ-u,medium
وَانْتَفَخَتْ,w-aː-n-t-a-f-a-x-a-t,low
وَرَاءهُ,w-a-r-aː-ʔ-h-u,medium
وَالْبِيئَةِ,w-aː-l-b-iː-ʔ-a,medium
تَكْشِفُ,t-a-k-ʃ-i-f-u,low
أَيْدِيكُمْ,ʔ-a-j-d-iː-k-u-m,medium
اِغْتَمَضَتْ,ɣ-t-a-m-a-dˤ-a-t,medium
فَتَّاكَةٍ,f-a-t-t-aː-k-a,low
الْعَارِمَةِ,a-l-ʕ-aː-r-i-m-a,medium
اسْتَدَانَ,s-t-a-d-aː-n-a,low
أَدَّوُا,ʔ-a-d-d-a-w-u,medium
بِالْهَيْبَةِ,b-i-l-h-a-j-b-a,low
وَيَخْتَرِعهُ,w-a-j-a-x-t-a-r-i-ʕ-h-u,medium
وَصَفِيّي,w-a-sˤ-a-f-i-j-j-j,medium
مُقَارَبَتُهُ,m-u-q-aː-r-a-b-a-t-u-h-u,medium
وَالسُّوقِيَّةِ,w-aː-l-s-s-uː-q-i-j-j-a,medium
مُعَدَّل,m-u-ʕ-a-d-d-a-l,medium
وَكَفَّارَتُهُ,w-a-k-a-f-f-aː-r-a-t-u-h-u,low
نُفُوسَ,n-u-f-uː-s-a,low
يَنْدُر,j-a-n-d-u-r,low
وَحَكَمُوا,w-a-ħ-a-k-a-m-uː,medium
يَتَوَكَّلُونَ,j-a-t-a-w-a-k-k-a-l-uː-n-a,low
صَائِن,sˤ-aː-ʔ-i-n,medium
خُنْتُ,x-u-n-t-u,low
صُحُفٌ,sˤ-u-ħ-u-f-u-n,medium
أَدَّبَ,ʔ-a-d-d-a-b-a,medium
وَرُوحِيًّا,w-a-r-uː-ħ-i-j-j-a-n,medium
وَصَانَهُ,w-a-sˤ-aː-n-a-h-u,medium
تَحَدَّرَ,t-a-ħ-a-d-d-a-r-a,medium
كِلْسِيَّةٍ,k-i-l-s-i-j-j-a,low
الْعِنَانِ,a-l-ʕ-i-n-aː-n-i,medium
الْقَهْرُ,a-l-q-a-h-r-u,medium
يَصِلُ,j-a-sˤ-i-l-u,medium
فَالشَّفَاعَةُ,f-aː-l-ʃ-ʃ-a-f-aː-ʕ-a,medium
أَحَبَّهُ,ʔ-a-ħ-a-b-b-a-h-u,medium
بِالْحُدُودِ,b-i-l-ħ-u-d-uː-d-i,medium
وَقَتْلٌ,w-a-q-a-t-l-u-n,medium
عَبْقَرِيَّةُ,ʕ-a-b-q-a-r-i-j-j-a,medium
وَصَانَعَه,w-a-sˤ-aː-n-a-ʕ-a-h,medium
بِالْحُنَفَاءِ,b-i-l-ħ-u-n-a-f-aː-ʔ-i,medium
ضَلَّتِ,dˤ-a-l-l-a-t-i,medium
بَسَطَ,b-a-s-a-tˤ-a,medium
لِلْخُشُوعِ,l-i-l-x-u-ʃ-uː-ʕ-i,medium
بَصَمَاتٍ,b-a-sˤ-a-m-aː-t-i-n,medium
عِبَادَ,ʕ-i-b-aː-d-a,medium
وَاهْدِنِي,w-aː-h-d-i-n-iː,low
وَشَجَرَة,w-a-ʃ-a-dʒ-a-r-a,low
سَمْعِهِ,s-a-m-ʕ-i-h-i,medium
الْبَاعِ,a-l-b-aː-ʕ-i,medium
عَزْمِهِ,ʕ-a-z-m-i-h-i,medium
مُوَحَّدٍ,m-uː-ħ-ħ-a-d-i-n,medium
الْمُوقِعَةِ,a-l-m-uː-q-i-ʕ-a,medium
هَيْمَنَتِ,h-a-j-m-a-n-a-t-i,low
تَقْرِيرِيًّا,t-a-q-r-iː-r-i-j-j-a-n,medium
الْوَحِيدَةُ,a-l-w-a-ħ-iː-d-a,medium
وَمُرُورُ,w-a-m-u-r-uː-r-u,low
بِعِلْمِ,b-i-ʕ-i-l-m-i,medium
حَسْبُهُمْ,ħ-a-s-b-u-h-u-m,medium
الْحَنِيفُ,a-l-ħ-a-n-iː-f-u,medium
بِالْحَوْسَبَةِ,b-i-l-ħ-a-w-s-a-b-a,medium
السَّائِبَ,a-s-s-aː-ʔ-i-b-a,medium
الْفَارِغَةِ,a-l-f-aː-r-i-ɣ-a,medium
نَاعِقٍ,n-aː-ʕ-i-q-i-n,medium
وَالْعُنْصُرُ,w-aː-l-ʕ-u-n-sˤ-u-r-u,medium
تَنْحُوَ,t-a-n-ħ-uː,medium
غَرَائِزُهُ,ɣ-a-r-aː-ʔ-i-z-u-h-u,medium
بِالْإِسْلَامِ,b-i-l-ʔ-i-s-l-aː-m-i,medium
وَأَكَّدَت,w-a-ʔ-a-k-k-a-d-a-t,medium
وَخَرَجِ,w-a-x-a-r-a-dʒ-i,low
عَزِيفَ,ʕ-a-z-iː-f-a,medium
وَمُخَدِّرَاتٍ,w-a-m-u-x-a-d-d-i-r-aː-t-i-n,low
وَتَرَى,w-a-t-a-r-aː,low
ظِلِّهِ,ðˤ-i-l-l-i-h-i,medium
بِنَفْسِ,b-i-n-a-f-s-i,low
فَغَرِقَ,f-a-ɣ-a-r-i-q-a,medium
مُجَرَّدِ,m-u-dʒ-a-r-r-a-d-i,low
يُسَاقُ,j-u-s-aː-q-u,medium
دِقَاق,d-i-q-aː-q,medium
عَرَّضْتُمْ,ʕ-a-r-r-a-dˤ-t-u-m,medium
خَسَارَةٌ,x-a-s-aː-r-a,low
أَمْثِلَةً,ʔ-a-m-θ-i-l-a,medium
عَدْلِ,ʕ-a-d-l-i,medium
عَوَاصِفِ,ʕ-a-w-aː-sˤ-i-f-i,medium
مَقْدِرَتَهُ,m-a-q-d-i-r-a-t-a-h-u,medium
وَالْهَنْدَسَةِ,w-aː-l-h-a-n-d-a-s-a,low
عَدَالَةٌ,ʕ-a-d-aː-l-a,medium
وَأَهْدَافِهِ,w-a-ʔ-a-h-d-aː-f-i-h-i,medium
الطَّبْعَةُ,a-tˤ-tˤ-a-b-ʕ-a,high
مَبْنِيٌّ,m-a-b-n-i-j-j-u-n,low
وَحَدَبَ,w-a-ħ-a-d-a-b-a,medium
عَوْنِ,ʕ-a-w-n-i,medium
وَخَفَايَا,w-a-x-a-f-aː-j-aː,low
الْمَبَاسِم,a-l-m-a-b-aː-s-i-m,low
نِضَالٍ,n-i-dˤ-aː-l-i-n,medium
أَيَّامَ,ʔ-a-j-j-aː-m-a,medium
يَتَبَادَرَانِ,j-a-t-a-b-aː-d-a-r-aː-n-i,low
وَالْهَذَيَان,w-aː-l-h-a-ð-a-j-aː-n,medium
كَتِيبَتِهَا,k-a-t-iː-b-a-t-i-h-aː,low
فَعِيلٌ,f-a-ʕ-iː-l-u-n,medium
الْخُلْعِ,a-l-x-u-l-ʕ-i,medium
وَخَيْلٌ,w-a-x-a-j-l-u-n,low
فَنِّيٍّ,f-a-n-n-i-j-j-i-n,low
نَلْمَسَ,n-a-l-m-a-s-a,low
وَتَرَدَّدَ,w-a-t-a-r-a-d-d-a-d-a,low
النَّمْلِ,a-n-n-a-m-l-i,low
الذِّكْرِ,a-ð-ð-i-k-r-i,medium
سَتَبْدَأُ,s-a-t-a-b-d-a-ʔ-u,medium
بِنَظَافَةِ,b-i-n-a-ðˤ-aː-f-a,medium
خِصَالُ,x-i-sˤ-aː-l-u,medium
الْخَيِّرُ,a-l-x-a-j-j-i-r-u,low
الطِّبِّيَّ,a-tˤ-tˤ-i-b-b-i-j-j-a,medium
دِلَالَاتِ,d-i-l-aː-l-aː-t-i,low
الْحَرَامُ,a-l-ħ-a-r-aː-m-u,medium
أَيُّوبَ,ʔ-a-j-j-uː-b-a,medium
مُحَرَّمٌ,m-u-ħ-a-r-r-a-m-u-n,medium
تُعَمِّرَ,t-u-ʕ-a-m-m-i-r-a,medium
وَاسْتُفِعَ,w-aː-s-t-u-f-i-ʕ-a,medium
بِالنَّوَالِ,b-i-l-n-n-a-w-aː-l-i,low
وَذَهَبَتْ,w-a-ð-a-h-a-b-a-t,medium
وَكَدِيَ,w-a-k-a-d-i-j-a,low
الْمُكَوَّنُ,a-l-m-u-k-a-w-w-a-n-u,low
الْمَنَاعَةِ,a-l-m-a-n-aː-ʕ-a,medium
وَتَحْرِيمِ,w-a-t-a-ħ-r-iː-m-i,medium
وَشَوَاهِده,w-a-ʃ-a-w-aː-h-i-d-h,low
لِقُوَاهُ,l-i-q-uː-h-u,medium
حَلٌّ,ħ-a-l-l-u-n,medium
الدَّوْحَةِ,a-d-d-a-w-ħ-a,medium
الدِّيمُوسُ,a-d-d-iː-m-uː-s-u,low
رَمِضَ,r-a-m-i-dˤ-a,medium
لِيَكْشِفَ,l-i-j-a-k-ʃ-i-f-a,low
اعْتِدَاءً,ʕ-t-i-d-aː-ʔ-a-n,medium
أَعْجَمِيٍّ,ʔ-a-ʕ-dʒ-a-m-i-j-j-i-n,medium
الْخَطْو,a-l-x-a-tˤ-w,medium
أُقْنُومٍ,ʔ-u-q-n-uː-m-i-n,medium
الْبَرِيطَانِيِّ,a-l-b-a-r-iː-tˤ-aː-n-i-j-j-i,medium
لِلطُّرُقَاتِ,l-i-l-tˤ-tˤ-u-r-u-q-aː-t-i,high
يُحَارِبَ,j-u-ħ-aː-r-i-b-a,medium
وَجِئْته,w-a-dʒ-i-ʔ-t-h,medium
مَعِيشَتَهُمْ,m-a-ʕ-iː-ʃ-a-t-a-h-u-m,medium
بِالْفِطْرَةِ؛,b-i-l-f-i-tˤ-r-a,medium
حاجَةٍ,ħ-dʒ-a,medium
غَارِقٌ,ɣ-aː-r-i-q-u-n,medium
سَارَتِ,s-aː-r-a-t-i,low
وَيَزِيدُنَا,w-a-j-a-z-iː-d-u-n-aː,low
سَبِيلٌ,s-a-b-iː-l-u-n,low
وَالْكُلِّيَّةِ,w-aː-l-k-u-l-l-i-j-j-a,low
وَتَوْسِيعُ,w-a-t-a-w-s-iː-ʕ-u,medium
جَعَلَهُمْ,dʒ-a-ʕ-a-l-a-h-u-m,medium
بَيْتٌ,b-a-j-t-u-n,low
تَأَمُّلِنَا,t-a-ʔ-a-m-m-u-l-i-n-aː,medium
رَاكِب,r-aː-k-i-b,low
الْحَوْض,a-l-ħ-a-w-dˤ,medium
الْحَاقِدُونَ,a-l-ħ-aː-q-i-d-uː-n-a,medium
مُتَفَحِّصَةً,m-u-t-a-f-a-ħ-ħ-i-sˤ-a,high
لِزِيَارَةِ,l-i-z-i-j-aː-r-a,low
أَفْن,ʔ-a-f-n,medium
شَاقّاً,ʃ-aː-q-q,medium
أسْبَابِ,ʔ-a-s-b-aː-b-i,medium
بِحَيَوَانِيَّتِهِ,b-i-ħ-a-j-a-w-aː-n-i-j-j-a-t-i-h-i,medium
دَوَّامَةِ,d-a-w-w-aː-m-a,low
الْمَعْرُوف,a-l-m-a-ʕ-r-uː-f,medium
شَغَلَهُ,ʃ-a-ɣ-a-l-a-h-u,medium
اشْتَمَلَتْ,ʃ-t-a-m-a-l-a-t,low
فَكَتَبْتُ,f-a-k-a-t-a-b-t-u,low
عَلَامَاتُ,ʕ-a-l-aː-m-aː-t-u,medium
يُسْخِطُ,j-u-s-x-i-tˤ-u,medium
تَنَمْ,t-a-n-a-m,low
يُصْقَلْ,j-u-sˤ-q-a-l,medium
الأَمَلِ,a-l-ʔ-a-m-a-l-i,medium
شَرَابَهُ,ʃ-a-r-aː-b-a-h-u,low
وَفُلكلُورِيَّةٍ,w-a-f-u-l-k-l-uː-r-i-j-j-a,low
لِإيْجَادِ,l-i-ʔ-i-j-dʒ-aː-d-i,medium
تَدَبُّرِهِ,t-a-d-a-b-b-u-r-i-h-i,low
وَاحِدَةٍ؛,w-aː-ħ-i-d-a,medium
آخِرُ,ʔ-aː-x-i-r-u,medium
قَطْعِ,q-a-tˤ-ʕ-i,high
فَالْقِيَمُ,f-aː-l-q-i-j-a-m-u,medium
شَفَاعَةُ,ʃ-a-f-aː-ʕ-a,medium
شَعُرَ,ʃ-a-ʕ-u-r-a,medium
يَشْهَرُهُمْ,j-a-ʃ-h-a-r-u-h-u-m,low
لِلتَّجَارِبِ,l-i-l-t-t-a-dʒ-aː-r-i-b-i,low
وَصَاغَهُ,w-a-sˤ-aː-ɣ-a-h-u,medium
عِدَّةٌ,ʕ-i-d-d-a,medium
وَمُعَادَلَةُ,w-a-m-u-ʕ-aː-d-a-l-a,medium
وَمَاقَتَه,w-a-m-aː-q-a-t-a-h,medium
أَحْوَالُنَا,ʔ-a-ħ-w-aː-l-u-n-aː,medium
سَابَاط,s-aː-b-aː-tˤ,medium
مُصَادَرَةٌ,m-u-sˤ-aː-d-a-r-a,medium
فُقَهَاءِ,f-u-q-a-h-aː-ʔ-i,medium
وَمَكَان,w-a-m-a-k-aː-n,low
السَّلَالِمِ,a-s-s-a-l-aː-l-i-m-i,low
وَالتَّشَاجُرِ,w-aː-l-t-t-a-ʃ-aː-dʒ-u-r-i,low
بَيْنَا,b-a-j-n-aː,low
فِيلْمَهُ,f-iː-l-m-a-h-u,low
تَحْلِيلِيَّةٍ,t-a-ħ-l-iː-l-i-j-j-a,medium
وَالصَّغِيرَ,w-aː-l-sˤ-sˤ-a-ɣ-iː-r-a,high
لِأَفْكَارِنَا,l-i-ʔ-a-f-k-aː-r-i-n-aː,medium
وَيَقُولَ,w-a-j-a-q-uː-l-a,medium
وَحَقِيبَة,w-a-ħ-a-q-iː-b-a,medium
وَبِالْقِرَاءَةِ,w-a-b-i-l-q-i-r-aː-ʔ-a,medium
تَقْضِي,t-a-q-dˤ-iː,medium
ظَلَمَتِ,ðˤ-a-l-a-m-a-t-i,medium
هِيَّ,h-i-j-j-a,low
لِلْهُجُومِ,l-i-l-h-u-dʒ-uː-m-i,low
وَالْجَهْرَ,w-aː-l-dʒ-a-h-r-a,low
وَالْفَاعِلَةُ,w-aː-l-f-aː-ʕ-i-l-a,medium
رَقَّ,r-a-q-q-a,medium
تَسْتَقِيمَ,t-a-s-t-a-q-iː-m-a,medium
مُتَوَافِرَةٌ,m-u-t-a-w-aː-f-i-r-a,low
بَتكْفِيرِهِ,b-a-t-k-f-iː-r-i-h-i,low
وِجْهَتَهُ,w-i-dʒ-h-a-t-a-h-u,low
وَعَكَرَ,w-a-ʕ-a-k-a-r-a,medium
بَاشَا,b-aː-ʃ-aː,low
خَطِيرِ,x-a-tˤ-iː-r-i,medium
تَفْتِيتِهِ,t-a-f-t-iː-t-i-h-i,low
أَحْسَنُهُمْ,ʔ-a-ħ-s-a-n-u-h-u-m,medium
واجتَرَعتُه,w-dʒ-t-a-r-a-ʕ-t-u-h,medium
وَأَقْهَى,w-a-ʔ-a-q-h-aː,medium
أعْلَى,ʔ-a-ʕ-l-aː,medium
فَالْمُرَادُ,f-aː-l-m-u-r-aː-d-u,low
الذَّمُّ,a-ð-ð-a-m-m-u,medium
قَضِيف,q-a-dˤ-iː-f,medium
وَالسَّعَادَةِ,w-aː-l-s-s-a-ʕ-aː-d-a,medium
وَغَضَبَهُمْ,w-a-ɣ-a-dˤ-a-b-a-h-u-m,medium
عَاطِفِيٍّ,ʕ-aː-tˤ-i-f-i-j-j-i-n,medium
بِنْيَامِينُ,b-i-n-j-aː-m-iː-n-u,low
وَانْتِمَائِهَا,w-aː-n-t-i-m-aː-ʔ-i-h-aː,medium
سُمِعَ,s-u-m-i-ʕ-a,medium
فَوَضَعُوا,f-a-w-a-dˤ-a-ʕ-uː,medium
عَمَلِيٌّ,ʕ-a-m-a-l-i-j-j-u-n,medium
وَاسْتُهِينَ,w-aː-s-t-u-h-iː-n-a,low
ومُظَاءَمَة,w-m-u-ðˤ-aː-ʔ-a-m-a,medium
تَسْقُطُ,t-a-s-q-u-tˤ-u,medium
إِعْجَابَ,ʔ-i-ʕ-dʒ-aː-b-a,medium
وَأَبَاحَهُ,w-a-ʔ-a-b-aː-ħ-a-h-u,medium
الْحَادِّ,a-l-ħ-aː-d-d-i,medium
وَتُسَمَّى,w-a-t-u-s-a-m-m-aː,low
الْأَمِيرِكِيِّ,a-l-ʔ-a-m-iː-r-i-k-i-j-j-i,medium
بِرَأْي,b-i-r-a-ʔ-j,medium
الْكَهْفِ,a-l-k-a-h-f-i,low
شُمّ,ʃ-u-m-m,low
وَاتَّحَدَت,w-aː-t-t-a-ħ-a-d-a-t,medium
وَحُطَامًا,w-a-ħ-u-tˤ-aː-m-a-n,medium
مَيْلِهِ,m-a-j-l-i-h-i,low
حَالِهَا,ħ-aː-l-i-h-aː,medium
فَتَسَمَّعْت,f-a-t-a-s-a-m-m-a-ʕ-t,medium
الْقَطَرِيِّ,a-l-q-a-tˤ-a-r-i-j-j-i,medium
تَدْخُلُونَ,t-a-d-x-u-l-uː-n-a,low
وَيَبْتَدِعهَا,w-a-j-a-b-t-a-d-i-ʕ-h-aː,medium
سَلِيمَةُ,s-a-l-iː-m-a,low
مُتَدَنٍّ,m-u-t-a-d-a-n-n-i-n,low
بِالْقُوَى,b-i-l-q-uː-aː,medium
لِتُفْقِدَ,l-i-t-u-f-q-i-d-a,medium
حَلْقَه,ħ-a-l-q-a-h,medium
قَفْزَةٍ,q-a-f-z-a,medium
مُنْصِفٌ,m-u-n-sˤ-i-f-u-n,medium
لانْتِهَاكِ,l-n-t-i-h-aː-k-i,low
فَصَارَ,f-a-sˤ-aː-r-a,medium
نُقَطَهُ,n-u-q-a-tˤ-a-h-u,medium
صَلَاةٍ,sˤ-a-l-aː,medium
أَبْلَه,ʔ-a-b-l-a-h,medium
لِلتَّشْكِيكِ,l-i-l-t-t-a-ʃ-k-iː-k-i,low
شَرَاباً,ʃ-a-r-aː-b,low
لِيَبْقَى,l-i-j-a-b-q-aː,medium
بَنَيْنَاهَا,b-a-n-a-j-n-aː-h-aː,low
مُنَجِّمًا,m-u-n-a-dʒ-dʒ-i-m-a-n,low
مَمْشُوق,m-a-m-ʃ-uː-q,medium
اِقْتَضَبْتَهُ,q-t-a-dˤ-a-b-t-a-h-u,medium
وَتَتَحَدَّدُ,w-a-t-a-t-a-ħ-a-d-d-a-d-u,medium
وَذِمَّة,w-a-ð-i-m-m-a,medium
تَصَرُّفَهُ,t-a-sˤ-a-r-r-u-f-a-h-u,medium
وَخَرَع,w-a-x-a-r-a-ʕ,medium
أُسَرُهُمْ,ʔ-u-s-a-r-u-h-u-m,medium
وَبَعْدُ,w-a-b-a-ʕ-d-u,medium
وَاللَّوْنِ,w-aː-l-l-l-a-w-n-i,low
الْبَرْد,a-l-b-a-r-d,low
الْمُسَاوَاةَ,a-l-m-u-s-aː-w-aː,low
مُفَارَقَتَهُ,m-u-f-aː-r-a-q-a-t-a-h-u,medium
وَ20,w-a,low
الْكَمَّ,a-l-k-a-m-m-a,low
لِتَكُونُوا,l-i-t-a-k-uː-n-uː,low
خِنْذِيذ,x-i-n-ð-iː-ð,medium
الْوَرَقَ,a-l-w-a-r-a-q-a,medium
مَخَالِبِ,m-a-x-aː-l-i-b-i,low
نُدْرِكُهُ,n-u-d-r-i-k-u-h-u,low
حَمَلْتَنِي,ħ-a-m-a-l-t-a-n-iː,medium
بِسَيْل,b-i-s-a-j-l,low
فَتْرَةٌ,f-a-t-r-a,low
وَزَكِّهَا,w-a-z-a-k-k-i-h-aː,low
الشَّيْخُوخَةَ,a-ʃ-ʃ-a-j-x-uː-x-a,low
